Time step,Total load,Net load,Solar PV,Inverter AC,Battery,Electric vehicle,
470,12135,-29076,43380,41211,0,0,
471,12720,-18316.5,32670,31036.5,0,0,
472,14760,-3024,18720,17784,0,0,
473,19620,0,1440,19620,19212.6,0,
474,25425,25425,0,0,0,0,
475,28530,28530,0,0,0,0,
476,27990,77490,0,0,0,49500,
477,24465,73965,0,0,0,49500,
478,20040,69540,0,0,0,49500,
479,15540,56513.7,0,0,0,40973.7,
480,10875,10875,0,0,0,0,
481,9420,9420,0,0,0,0,
482,8880,8880,0,0,0,0,
483,8805,8805,0,0,0,0,
484,8790,8790,0,0,0,0,
485,9630,9630,0,0,0,0,
486,13065,13065,0,0,0,0,
487,17685,17685,0,0,0,0,
488,16215,16215,10710,0,-10710,0,
489,12885,-1719,26010,14604,-10637.4,0,
490,12660,-24703.5,39330,37363.5,0,0,
491,12255,-33658.5,48330,45913.5,0,0,
492,11745,-36477,50760,48222,0,0,
493,11685,-36109.5,50310,47794.5,0,0,
494,11580,-30058.5,43830,41638.5,0,0,
495,12120,-19344,33120,31464,0,0,
496,14220,-4248,19440,18468,0,0,
497,19080,0,1710,19080,18374.2,0,
498,24900,24900,0,0,0,0,
499,28005,28005,0,0,0,0,
500,27450,76950,0,0,0,49500,
501,23940,73440,0,0,0,49500,
502,19425,68925,0,0,0,49500,
503,15060,56033.7,0,0,0,40973.7,
504,10650,10650,0,0,0,0,
505,9105,9105,0,0,0,0,
506,8670,8670,0,0,0,0,
507,8565,8565,0,0,0,0,
508,8475,8475,0,0,0,0,
509,9420,9420,0,0,0,0,
510,12855,12855,0,0,0,0,
511,17490,17490,0,0,0,0,
512,16065,16065,10440,0,-10440,0,
513,12675,-2899.5,26370,15574.5,-9975.79,0,
514,12405,-25386,39780,37791,0,0,
515,12135,-34719,49320,46854,0,0,
516,11745,-38358,52740,50103,0,0,
517,11685,-36537,50760,48222,0,0,
518,11580,-28947,42660,40527,0,0,
519,12120,-19857,33660,31977,0,0,
520,14220,-3991.5,19170,18211.5,0,0,
521,19080,0,1800,19080,18284.2,0,
522,24900,24900,0,0,0,0,
523,28005,28005,0,0,0,0,
524,27450,76950,0,0,0,49500,
525,23940,73440,0,0,0,49500,
526,19425,68925,0,0,0,49500,
527,14910,55883.7,0,0,0,40973.7,
528,10245,10245,0,0,0,0,
529,8685,8685,0,0,0,0,
530,8160,8160,0,0,0,0,
531,8085,8085,0,0,0,0,
532,7965,7965,0,0,0,0,
533,8820,8820,0,0,0,0,
534,12090,12090,0,0,0,0,
535,16860,16860,0,0,0,0,
536,15660,15660,6480,0,-6480,0,
537,12540,5591.5,21150,6948.5,-13835.8,0,
538,12615,-12607.5,26550,25222.5,0,0,
539,12525,-14664,28620,27189,0,0,
540,11970,-14535,27900,26505,0,0,
541,11685,-37050,51300,48735,0,0,
542,11580,-30486,44280,42066,0,0,
543,12120,-18574.5,32310,30694.5,0,0,
544,14220,-4675.5,19890,18895.5,0,0,
545,19080,-3.33067e-012,1980,19080,18104.2,0,
546,24900,24900,0,0,0,0,
547,28005,28005,0,0,0,0,
548,27480,76980,0,0,0,49500,
549,24075,73575,0,0,0,49500,
550,19770,69270,0,0,0,49500,
551,15405,56378.7,0,0,0,40973.7,
552,10920,10920,0,0,0,0,
553,9375,9375,0,0,0,0,
554,8940,8940,0,0,0,0,
555,8820,8820,0,0,0,0,
556,8670,8670,0,0,0,0,
557,9585,9585,0,0,0,0,
558,13065,13065,0,0,0,0,
559,17595,17595,0,0,0,0,
560,16065,16065,10890,0,-10890,0,
561,12735,-3637.5,26460,16372.5,-9225.79,0,
562,12585,-24009,38520,36594,0,0,
563,12270,-34156.5,48870,46426.5,0,0,
564,11745,-37930.5,52290,49675.5,0,0,
565,11685,-36537,50760,48222,0,0,
566,11580,-28861.5,42570,40441.5,0,0,
567,12120,-19087.5,32850,31207.5,0,0,
568,14220,-5359.5,20610,19579.5,0,0,
569,19080,0,2160,19080,17924.2,0,
570,24900,24900,0,0,0,0,
571,28005,28005,0,0,0,0,
572,27450,76950,0,0,0,49500,
573,23940,73440,0,0,0,49500,
574,19560,69060,0,0,0,49500,
575,15150,56123.7,0,0,0,40973.7,
576,10665,10665,0,0,0,0,
577,9240,9240,0,0,0,0,
578,8640,8640,0,0,0,0,
