Time step,Total load requested [kW],Total load served [kW],Battery output power [kW],Battery max charge power [kW],Battery charge power [kW],Battery max discharge power [kW],Battery discharge power [kW],Battery capacity as energy [kWh],Battery capacity as fraction [%],ElectricVehicle charge power [kW],ElectricVehicle capacity as energy [kWh],ElectricVehicle capacity as fraction [%],
405,197.904,197.904,0,0,0,0,0,0,0,409.2,2265.48,76.125,
406,160.828,160.828,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
407,124.868,124.868,0,0,0,0,0,0,0,338.716,2976,100,
408,88.412,88.412,0,0,0,0,0,0,0,0,2976,100,
409,76.012,76.012,0,0,0,0,0,0,0,0,2976,100,
410,71.92,71.92,0,0,0,0,0,0,0,0,2976,100,
411,72.168,72.168,0,0,0,0,0,0,0,0,2976,100,
412,71.548,71.548,0,0,0,0,0,0,0,0,0,0,
413,78.244,78.244,0,0,0,0,0,0,0,0,0,0,
414,107.136,107.136,0,0,0,0,0,0,0,0,0,0,
415,145.328,145.328,0,0,0,0,0,0,0,0,0,0,
416,133.3,133.3,0,0,0,0,0,0,0,0,0,0,
417,107.508,107.508,0,0,0,0,0,0,0,0,0,0,
418,104.78,104.78,0,0,0,0,0,0,0,0,0,0,
419,101.184,101.184,0,0,0,0,0,0,0,0,0,0,
420,97.092,97.092,0,0,0,0,0,0,0,0,0,0,
421,96.596,96.596,0,0,0,0,0,0,0,0,0,0,
422,95.728,95.728,0,0,0,0,0,0,0,0,0,0,
423,100.192,100.192,0,0,0,0,0,0,0,0,0,0,
424,117.552,117.552,0,0,0,0,0,0,0,0,0,0,
425,157.728,157.728,0,0,0,0,0,0,0,0,0,0,
426,205.84,205.84,0,0,0,0,0,0,0,0,0,0,
427,231.508,231.508,0,0,0,0,0,0,0,0,1488,50,
428,226.92,226.92,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
429,197.904,197.904,0,0,0,0,0,0,0,409.2,2265.48,76.125,
430,161.944,161.944,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
431,126.604,126.604,0,0,0,0,0,0,0,338.716,2976,100,
432,90.892,90.892,0,0,0,0,0,0,0,0,2976,100,
433,78.12,78.12,0,0,0,0,0,0,0,0,2976,100,
434,73.532,73.532,0,0,0,0,0,0,0,0,2976,100,
435,72.664,72.664,0,0,0,0,0,0,0,0,2976,100,
436,72.292,72.292,0,0,0,0,0,0,0,0,0,0,
437,79.608,79.608,0,0,0,0,0,0,0,0,0,0,
438,108.872,108.872,0,0,0,0,0,0,0,0,0,0,
439,147.684,147.684,0,0,0,0,0,0,0,0,0,0,
440,136.4,136.4,0,0,0,0,0,0,0,0,0,0,
441,111.228,111.228,0,0,0,0,0,0,0,0,0,0,
442,112.22,112.22,0,0,0,0,0,0,0,0,0,0,
443,110.36,110.36,0,0,0,0,0,0,0,0,0,0,
444,103.044,103.044,0,0,0,0,0,0,0,0,0,0,
445,102.052,102.052,0,0,0,0,0,0,0,0,0,0,
446,100.316,100.316,0,0,0,0,0,0,0,0,0,0,
447,105.152,105.152,0,0,0,0,0,0,0,0,0,0,
448,122.016,122.016,0,0,0,0,0,0,0,0,0,0,
449,162.192,162.192,0,0,0,0,0,0,0,0,0,0,
450,210.18,210.18,0,0,0,0,0,0,0,0,0,0,
451,235.848,235.848,0,0,0,0,0,0,0,0,1488,50,
452,231.384,231.384,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
453,202.616,202.616,0,0,0,0,0,0,0,409.2,2265.48,76.125,
454,166.284,166.284,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
455,129.456,129.456,0,0,0,0,0,0,0,338.716,2976,100,
456,91.636,91.636,0,0,0,0,0,0,0,0,2976,100,
457,78.616,78.616,0,0,0,0,0,0,0,0,2976,100,
458,74.648,74.648,0,0,0,0,0,0,0,0,2976,100,
459,73.656,73.656,0,0,0,0,0,0,0,0,2976,100,
460,73.408,73.408,0,0,0,0,0,0,0,0,0,0,
461,81.22,81.22,0,0,0,0,0,0,0,0,0,0,
462,110.732,110.732,0,0,0,0,0,0,0,0,0,0,
463,149.792,149.792,0,0,0,0,0,0,0,0,0,0,
464,138.632,138.632,0,0,0,0,0,0,0,0,0,0,
465,111.724,111.724,0,0,0,0,0,0,0,0,0,0,
466,110.856,110.856,0,0,0,0,0,0,0,0,0,0,
467,108.128,108.128,0,0,0,0,0,0,0,0,0,0,
468,103.044,103.044,0,0,0,0,0,0,0,0,0,0,
469,102.052,102.052,0,0,0,0,0,0,0,0,0,0,
470,100.316,100.316,0,0,0,0,0,0,0,0,0,0,
471,105.152,105.152,0,0,0,0,0,0,0,0,0,0,
472,122.016,122.016,0,0,0,0,0,0,0,0,0,0,
473,162.192,162.192,0,0,0,0,0,0,0,0,0,0,
474,210.18,210.18,0,0,0,0,0,0,0,0,0,0,
475,235.848,235.848,0,0,0,0,0,0,0,0,1488,50,
476,231.384,231.384,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
477,202.244,202.244,0,0,0,0,0,0,0,409.2,2265.48,76.125,
478,165.664,165.664,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
479,128.464,128.464,0,0,0,0,0,0,0,338.716,2976,100,
480,89.9,89.9,0,0,0,0,0,0,0,0,2976,100,
481,77.872,77.872,0,0,0,0,0,0,0,0,2976,100,
482,73.408,73.408,0,0,0,0,0,0,0,0,2976,100,
483,72.788,72.788,0,0,0,0,0,0,0,0,2976,100,
484,72.664,72.664,0,0,0,0,0,0,0,0,0,0,
485,79.608,79.608,0,0,0,0,0,0,0,0,0,0,
486,108.004,108.004,0,0,0,0,0,0,0,0,0,0,
487,146.196,146.196,0,0,0,0,0,0,0,0,0,0,
488,134.044,134.044,0,0,0,0,0,0,0,0,0,0,
489,106.516,106.516,0,0,0,0,0,0,0,0,0,0,
490,104.656,104.656,0,0,0,0,0,0,0,0,0,0,
491,101.308,101.308,0,0,0,0,0,0,0,0,0,0,
492,97.092,97.092,0,0,0,0,0,0,0,0,0,0,
493,96.596,96.596,0,0,0,0,0,0,0,0,0,0,
494,95.728,95.728,0,0,0,0,0,0,0,0,0,0,
495,100.192,100.192,0,0,0,0,0,0,0,0,0,0,
496,117.552,117.552,0,0,0,0,0,0,0,0,0,0,
497,157.728,157.728,0,0,0,0,0,0,0,0,0,0,
498,205.84,205.84,0,0,0,0,0,0,0,0,0,0,
499,231.508,231.508,0,0,0,0,0,0,0,0,1488,50,
500,226.92,226.92,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
501,197.904,197.904,0,0,0,0,0,0,0,409.2,2265.48,76.125,
502,160.58,160.58,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
503,124.496,124.496,0,0,0,0,0,0,0,338.716,2976,100,
504,88.04,88.04,0,0,0,0,0,0,0,0,2976,100,
505,75.268,75.268,0,0,0,0,0,0,0,0,2976,100,
506,71.672,71.672,0,0,0,0,0,0,0,0,2976,100,
507,70.804,70.804,0,0,0,0,0,0,0,0,2976,100,
508,70.06,70.06,0,0,0,0,0,0,0,0,0,0,
509,77.872,77.872,0,0,0,0,0,0,0,0,0,0,
510,106.268,106.268,0,0,0,0,0,0,0,0,0,0,
511,144.584,144.584,0,0,0,0,0,0,0,0,0,0,
512,132.804,132.804,0,0,0,0,0,0,0,0,0,0,
513,104.78,104.78,0,0,0,0,0,0,0,0,0,0,
514,102.548,102.548,0,0,0,0,0,0,0,0,0,0,
515,100.316,100.316,0,0,0,0,0,0,0,0,0,0,
516,97.092,97.092,0,0,0,0,0,0,0,0,0,0,
517,96.596,96.596,0,0,0,0,0,0,0,0,0,0,
518,95.728,95.728,0,0,0,0,0,0,0,0,0,0,
519,100.192,100.192,0,0,0,0,0,0,0,0,0,0,
520,117.552,117.552,0,0,0,0,0,0,0,0,0,0,
521,157.728,157.728,0,0,0,0,0,0,0,0,0,0,
522,205.84,205.84,0,0,0,0,0,0,0,0,0,0,
523,231.508,231.508,0,0,0,0,0,0,0,0,1488,50,
524,226.92,226.92,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
525,197.904,197.904,0,0,0,0,0,0,0,409.2,2265.48,76.125,
526,160.58,160.58,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
527,123.256,123.256,0,0,0,0,0,0,0,338.716,2976,100,
528,84.692,84.692,0,0,0,0,0,0,0,0,2976,100,
529,71.796,71.796,0,0,0,0,0,0,0,0,2976,100,
530,67.456,67.456,0,0,0,0,0,0,0,0,2976,100,
531,66.836,66.836,0,0,0,0,0,0,0,0,2976,100,
532,65.844,65.844,0,0,0,0,0,0,0,0,0,0,
533,72.912,72.912,0,0,0,0,0,0,0,0,0,0,
534,99.944,99.944,0,0,0,0,0,0,0,0,0,0,
535,139.376,139.376,0,0,0,0,0,0,0,0,0,0,
536,129.456,129.456,0,0,0,0,0,0,0,0,0,0,
537,103.664,103.664,0,0,0,0,0,0,0,0,0,0,
538,104.284,104.284,0,0,0,0,0,0,0,0,0,0,
539,103.54,103.54,0,0,0,0,0,0,0,0,0,0,
540,98.952,98.952,0,0,0,0,0,0,0,0,0,0,
541,96.596,96.596,0,0,0,0,0,0,0,0,0,0,
542,95.728,95.728,0,0,0,0,0,0,0,0,0,0,
543,100.192,100.192,0,0,0,0,0,0,0,0,0,0,
544,117.552,117.552,0,0,0,0,0,0,0,0,0,0,
545,157.728,157.728,0,0,0,0,0,0,0,0,0,0,
546,205.84,205.84,0,0,0,0,0,0,0,0,0,0,
547,231.508,231.508,0,0,0,0,0,0,0,0,1488,50,
548,227.168,227.168,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
549,199.02,199.02,0,0,0,0,0,0,0,409.2,2265.48,76.125,
550,163.432,163.432,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
551,127.348,127.348,0,0,0,0,0,0,0,338.716,2976,100,
552,90.272,90.272,0,0,0,0,0,0,0,0,2976,100,
553,77.5,77.5,0,0,0,0,0,0,0,0,2976,100,
554,73.904,73.904,0,0,0,0,0,0,0,0,2976,100,
555,72.912,72.912,0,0,0,0,0,0,0,0,2976,100,
556,71.672,71.672,0,0,0,0,0,0,0,0,0,0,
557,79.236,79.236,0,0,0,0,0,0,0,0,0,0,
558,108.004,108.004,0,0,0,0,0,0,0,0,0,0,
559,145.452,145.452,0,0,0,0,0,0,0,0,0,0,
560,132.804,132.804,0,0,0,0,0,0,0,0,0,0,
561,105.276,105.276,0,0,0,0,0,0,0,0,0,0,
562,104.036,104.036,0,0,0,0,0,0,0,0,0,0,
563,101.432,101.432,0,0,0,0,0,0,0,0,0,0,
564,97.092,97.092,0,0,0,0,0,0,0,0,0,0,
565,96.596,96.596,0,0,0,0,0,0,0,0,0,0,
566,95.728,95.728,0,0,0,0,0,0,0,0,0,0,
567,100.192,100.192,0,0,0,0,0,0,0,0,0,0,
568,117.552,117.552,0,0,0,0,0,0,0,0,0,0,
569,157.728,157.728,0,0,0,0,0,0,0,0,0,0,
570,205.84,205.84,0,0,0,0,0,0,0,0,0,0,
571,231.508,231.508,0,0,0,0,0,0,0,0,1488,50,
572,226.92,226.92,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
573,197.904,197.904,0,0,0,0,0,0,0,409.2,2265.48,76.125,
574,161.696,161.696,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
575,125.24,125.24,0,0,0,0,0,0,0,338.716,2976,100,
576,88.164,88.164,0,0,0,0,0,0,0,0,2976,100,
577,76.384,76.384,0,0,0,0,0,0,0,0,2976,100,
578,71.424,71.424,0,0,0,0,0,0,0,0,2976,100,
579,70.432,70.432,0,0,0,0,0,0,0,0,2976,100,
580,69.812,69.812,0,0,0,0,0,0,0,0,0,0,
581,77.748,77.748,0,0,0,0,0,0,0,0,0,0,
582,104.532,104.532,0,0,0,0,0,0,0,0,0,0,
583,142.476,142.476,0,0,0,0,0,0,0,0,0,0,
584,130.076,130.076,0,0,0,0,0,0,0,0,0,0,
585,102.424,102.424,0,0,0,0,0,0,0,0,0,0,
586,100.316,100.316,0,0,0,0,0,0,0,0,0,0,
587,100.316,100.316,0,0,0,0,0,0,0,0,0,0,
588,97.092,97.092,0,0,0,0,0,0,0,0,0,0,
589,96.596,96.596,0,0,0,0,0,0,0,0,0,0,
590,95.728,95.728,0,0,0,0,0,0,0,0,0,0,
591,100.192,100.192,0,0,0,0,0,0,0,0,0,0,
592,117.552,117.552,0,0,0,0,0,0,0,0,0,0,
593,157.728,157.728,0,0,0,0,0,0,0,0,0,0,
594,205.84,205.84,0,0,0,0,0,0,0,0,0,0,
595,231.508,231.508,0,0,0,0,0,0,0,0,1488,50,
596,226.92,226.92,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
597,197.904,197.904,0,0,0,0,0,0,0,409.2,2265.48,76.125,
598,160.58,160.58,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
599,123.256,123.256,0,0,0,0,0,0,0,338.716,2976,100,
600,85.808,85.808,0,0,0,0,0,0,0,0,2976,100,
601,72.54,72.54,0,0,0,0,0,0,0,0,2976,100,
602,68.82,68.82,0,0,0,0,0,0,0,0,2976,100,
603,68.572,68.572,0,0,0,0,0,0,0,0,2976,100,
604,68.076,68.076,0,0,0,0,0,0,0,0,0,0,
605,74.772,74.772,0,0,0,0,0,0,0,0,0,0,
606,102.92,102.92,0,0,0,0,0,0,0,0,0,0,
607,142.476,142.476,0,0,0,0,0,0,0,0,0,0,
608,132.308,132.308,0,0,0,0,0,0,0,0,0,0,
609,106.268,106.268,0,0,0,0,0,0,0,0,0,0,
610,105.524,105.524,0,0,0,0,0,0,0,0,0,0,
611,106.888,106.888,0,0,0,0,0,0,0,0,0,0,
612,103.044,103.044,0,0,0,0,0,0,0,0,0,0,
613,102.052,102.052,0,0,0,0,0,0,0,0,0,0,
614,100.316,100.316,0,0,0,0,0,0,0,0,0,0,
615,105.152,105.152,0,0,0,0,0,0,0,0,0,0,
616,122.016,122.016,0,0,0,0,0,0,0,0,0,0,
617,162.192,162.192,0,0,0,0,0,0,0,0,0,0,
618,210.18,210.18,0,0,0,0,0,0,0,0,0,0,
619,235.848,235.848,0,0,0,0,0,0,0,0,1488,50,
620,231.384,231.384,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
621,202.244,202.244,0,0,0,0,0,0,0,409.2,2265.48,76.125,
622,164.176,164.176,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
623,125.24,125.24,0,0,0,0,0,0,0,338.716,2976,100,
624,85.064,85.064,0,0,0,0,0,0,0,0,2976,100,
625,70.68,70.68,0,0,0,0,0,0,0,0,2976,100,
626,64.728,64.728,0,0,0,0,0,0,0,0,2976,100,
627,64.108,64.108,0,0,0,0,0,0,0,0,2976,100,
628,63.984,63.984,0,0,0,0,0,0,0,0,0,0,
629,71.3,71.3,0,0,0,0,0,0,0,0,0,0,
630,99.82,99.82,0,0,0,0,0,0,0,0,0,0,
631,140.864,140.864,0,0,0,0,0,0,0,0,0,0,
632,131.564,131.564,0,0,0,0,0,0,0,0,0,0,
633,107.88,107.88,0,0,0,0,0,0,0,0,0,0,
634,107.88,107.88,0,0,0,0,0,0,0,0,0,0,
635,106.888,106.888,0,0,0,0,0,0,0,0,0,0,
636,103.044,103.044,0,0,0,0,0,0,0,0,0,0,
637,102.052,102.052,0,0,0,0,0,0,0,0,0,0,
638,100.316,100.316,0,0,0,0,0,0,0,0,0,0,
639,105.152,105.152,0,0,0,0,0,0,0,0,0,0,
640,122.016,122.016,0,0,0,0,0,0,0,0,0,0,
641,162.192,162.192,0,0,0,0,0,0,0,0,0,0,
642,210.18,210.18,0,0,0,0,0,0,0,0,0,0,
643,235.848,235.848,0,0,0,0,0,0,0,0,1488,50,
644,231.384,231.384,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
645,202.244,202.244,0,0,0,0,0,0,0,409.2,2265.48,76.125,
646,164.176,164.176,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
647,125.24,125.24,0,0,0,0,0,0,0,338.716,2976,100,
648,84.32,84.32,0,0,0,0,0,0,0,0,2976,100,
649,70.928,70.928,0,0,0,0,0,0,0,0,2976,100,
650,66.216,66.216,0,0,0,0,0,0,0,0,2976,100,
651,65.348,65.348,0,0,0,0,0,0,0,0,2976,100,
652,64.728,64.728,0,0,0,0,0,0,0,0,0,0,
653,71.548,71.548,0,0,0,0,0,0,0,0,0,0,
654,98.58,98.58,0,0,0,0,0,0,0,0,0,0,
655,137.888,137.888,0,0,0,0,0,0,0,0,0,0,
656,127.596,127.596,0,0,0,0,0,0,0,0,0,0,
657,103.292,103.292,0,0,0,0,0,0,0,0,0,0,
658,103.54,103.54,0,0,0,0,0,0,0,0,0,0,
659,101.928,101.928,0,0,0,0,0,0,0,0,0,0,
660,97.092,97.092,0,0,0,0,0,0,0,0,0,0,
661,96.596,96.596,0,0,0,0,0,0,0,0,0,0,
662,95.728,95.728,0,0,0,0,0,0,0,0,0,0,
663,100.192,100.192,0,0,0,0,0,0,0,0,0,0,
664,117.552,117.552,0,0,0,0,0,0,0,0,0,0,
665,157.728,157.728,0,0,0,0,0,0,0,0,0,0,
666,205.84,205.84,0,0,0,0,0,0,0,0,0,0,
667,231.508,231.508,0,0,0,0,0,0,0,0,1488,50,
668,226.92,226.92,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
669,197.904,197.904,0,0,0,0,0,0,0,409.2,2265.48,76.125,
670,160.58,160.58,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
671,124.62,124.62,0,0,0,0,0,0,0,338.716,2976,100,
672,87.42,87.42,0,0,0,0,0,0,0,0,2976,100,
673,74.4,74.4,0,0,0,0,0,0,0,0,2976,100,
674,69.564,69.564,0,0,0,0,0,0,0,0,2976,100,
675,68.696,68.696,0,0,0,0,0,0,0,0,2976,100,
676,67.332,67.332,0,0,0,0,0,0,0,0,0,0,
677,74.152,74.152,0,0,0,0,0,0,0,0,0,0,
678,101.06,101.06,0,0,0,0,0,0,0,0,0,0,
679,139.872,139.872,0,0,0,0,0,0,0,0,0,0,
680,129.952,129.952,0,0,0,0,0,0,0,0,0,0,
681,105.772,105.772,0,0,0,0,0,0,0,0,0,0,
682,106.268,106.268,0,0,0,0,0,0,0,0,0,0,
683,103.54,103.54,0,0,0,0,0,0,0,0,0,0,
684,97.464,97.464,0,0,0,0,0,0,0,0,0,0,
685,96.596,96.596,0,0,0,0,0,0,0,0,0,0,
686,95.728,95.728,0,0,0,0,0,0,0,0,0,0,
687,100.192,100.192,0,0,0,0,0,0,0,0,0,0,
688,117.552,117.552,0,0,0,0,0,0,0,0,0,0,
689,157.728,157.728,0,0,0,0,0,0,0,0,0,0,
690,205.84,205.84,0,0,0,0,0,0,0,0,0,0,
691,231.508,231.508,0,0,0,0,0,0,0,0,1488,50,
692,226.92,226.92,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
693,197.904,197.904,0,0,0,0,0,0,0,409.2,2265.48,76.125,
694,161.324,161.324,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
695,125.24,125.24,0,0,0,0,0,0,0,338.716,2976,100,
696,87.296,87.296,0,0,0,0,0,0,0,0,2976,100,
697,75.02,75.02,0,0,0,0,0,0,0,0,2976,100,
698,69.936,69.936,0,0,0,0,0,0,0,0,2976,100,
699,70.06,70.06,0,0,0,0,0,0,0,0,2976,100,
700,69.44,69.44,0,0,0,0,0,0,0,0,0,0,
701,76.384,76.384,0,0,0,0,0,0,0,0,0,0,
702,104.16,104.16,0,0,0,0,0,0,0,0,0,0,
703,143.096,143.096,0,0,0,0,0,0,0,0,0,0,
704,133.424,133.424,0,0,0,0,0,0,0,0,0,0,
705,109.988,109.988,0,0,0,0,0,0,0,0,0,0,
706,111.352,111.352,0,0,0,0,0,0,0,0,0,0,
707,110.36,110.36,0,0,0,0,0,0,0,0,0,0,
708,105.648,105.648,0,0,0,0,0,0,0,0,0,0,
709,101.308,101.308,0,0,0,0,0,0,0,0,0,0,
710,97.712,97.712,0,0,0,0,0,0,0,0,0,0,
711,101.804,101.804,0,0,0,0,0,0,0,0,0,0,
712,118.792,118.792,0,0,0,0,0,0,0,0,0,0,
713,162.192,162.192,0,0,0,0,0,0,0,0,0,0,
714,208.444,208.444,0,0,0,0,0,0,0,0,0,0,
715,234.484,234.484,0,0,0,0,0,0,0,0,1488,50,
716,230.64,230.64,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
717,202.988,202.988,0,0,0,0,0,0,0,409.2,2265.48,76.125,
718,167.276,167.276,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
719,131.192,131.192,0,0,0,0,0,0,0,338.716,2976,100,
720,94.364,94.364,0,0,0,0,0,0,0,0,2976,100,
721,81.468,81.468,0,0,0,0,0,0,0,0,2976,100,
722,76.88,76.88,0,0,0,0,0,0,0,0,2976,100,
723,76.508,76.508,0,0,0,0,0,0,0,0,2976,100,
724,75.516,75.516,0,0,0,0,0,0,0,0,0,0,
725,82.46,82.46,0,0,0,0,0,0,0,0,0,0,
726,110.732,110.732,0,0,0,0,0,0,0,0,0,0,
727,148.304,148.304,0,0,0,0,0,0,0,0,0,0,
728,135.78,135.78,0,0,0,0,0,0,0,0,0,0,
729,108.004,108.004,0,0,0,0,0,0,0,0,0,0,
730,107.508,107.508,0,0,0,0,0,0,0,0,0,0,
731,104.036,104.036,0,0,0,0,0,0,0,0,0,0,
732,98.332,98.332,0,0,0,0,0,0,0,0,0,0,
733,96.596,96.596,0,0,0,0,0,0,0,0,0,0,
734,95.728,95.728,0,0,0,0,0,0,0,0,0,0,
735,100.192,100.192,0,0,0,0,0,0,0,0,0,0,
736,117.552,117.552,0,0,0,0,0,0,0,0,0,0,
737,158.348,158.348,0,0,0,0,0,0,0,0,0,0,
738,205.84,205.84,0,0,0,0,0,0,0,0,0,0,
739,232.004,232.004,0,0,0,0,0,0,0,0,1488,50,
740,228.656,228.656,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
741,200.384,200.384,0,0,0,0,0,0,0,409.2,2265.48,76.125,
742,164.3,164.3,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
743,127.968,127.968,0,0,0,0,0,0,0,338.716,2976,100,
744,89.9,89.9,0,0,0,0,0,0,0,0,2976,100,
745,76.26,76.26,0,0,0,0,0,0,0,0,2976,100,
746,70.556,70.556,0,0,0,0,0,0,0,0,2976,100,
747,68.572,68.572,0,0,0,0,0,0,0,0,2976,100,
748,67.084,67.084,0,0,0,0,0,0,0,0,0,0,
749,73.036,73.036,0,0,0,0,0,0,0,0,0,0,
750,97.836,97.836,0,0,0,0,0,0,0,0,0,0,
751,132.804,132.804,0,0,0,0,0,0,0,0,0,0,
752,119.908,119.908,0,0,0,0,0,0,0,0,0,0,
753,95.976,95.976,0,0,0,0,0,0,0,0,0,0,
754,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
755,97.092,97.092,0,0,0,0,0,0,0,0,0,0,
756,93.868,93.868,0,0,0,0,0,0,0,0,0,0,
757,93.372,93.372,0,0,0,0,0,0,0,0,0,0,
758,92.256,92.256,0,0,0,0,0,0,0,0,0,0,
759,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
760,109.864,109.864,0,0,0,0,0,0,0,0,0,0,
761,142.972,142.972,0,0,0,0,0,0,0,0,0,0,
762,185.38,185.38,0,0,0,0,0,0,0,0,0,0,
763,213.28,213.28,0,0,0,0,0,0,0,0,1488,50,
764,215.76,215.76,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
765,198.4,198.4,0,0,0,0,0,0,0,409.2,2265.48,76.125,
766,161.076,161.076,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
767,123.628,123.628,0,0,0,0,0,0,0,338.716,2976,100,
768,85.312,85.312,0,0,0,0,0,0,0,0,2976,100,
769,70.928,70.928,0,0,0,0,0,0,0,0,2976,100,
770,65.224,65.224,0,0,0,0,0,0,0,0,2976,100,
771,64.728,64.728,0,0,0,0,0,0,0,0,2976,100,
772,63.984,63.984,0,0,0,0,0,0,0,0,0,0,
773,71.3,71.3,0,0,0,0,0,0,0,0,0,0,
774,97.836,97.836,0,0,0,0,0,0,0,0,0,0,
775,134.54,134.54,0,0,0,0,0,0,0,0,0,0,
776,122.884,122.884,0,0,0,0,0,0,0,0,0,0,
777,101.308,101.308,0,0,0,0,0,0,0,0,0,0,
778,102.3,102.3,0,0,0,0,0,0,0,0,0,0,
779,103.664,103.664,0,0,0,0,0,0,0,0,0,0,
780,99.82,99.82,0,0,0,0,0,0,0,0,0,0,
781,98.704,98.704,0,0,0,0,0,0,0,0,0,0,
782,96.968,96.968,0,0,0,0,0,0,0,0,0,0,
783,100.812,100.812,0,0,0,0,0,0,0,0,0,0,
784,114.328,114.328,0,0,0,0,0,0,0,0,0,0,
785,147.436,147.436,0,0,0,0,0,0,0,0,0,0,
786,189.72,189.72,0,0,0,0,0,0,0,0,0,0,
787,217.62,217.62,0,0,0,0,0,0,0,0,1488,50,
788,220.224,220.224,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
789,202.864,202.864,0,0,0,0,0,0,0,409.2,2265.48,76.125,
790,164.672,164.672,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
791,125.612,125.612,0,0,0,0,0,0,0,338.716,2976,100,
792,85.312,85.312,0,0,0,0,0,0,0,0,2976,100,
793,70.928,70.928,0,0,0,0,0,0,0,0,2976,100,
794,64.976,64.976,0,0,0,0,0,0,0,0,2976,100,
795,64.232,64.232,0,0,0,0,0,0,0,0,2976,100,
796,64.232,64.232,0,0,0,0,0,0,0,0,0,0,
797,71.796,71.796,0,0,0,0,0,0,0,0,0,0,
798,98.456,98.456,0,0,0,0,0,0,0,0,0,0,
799,135.284,135.284,0,0,0,0,0,0,0,0,0,0,
800,123.628,123.628,0,0,0,0,0,0,0,0,0,0,
801,101.68,101.68,0,0,0,0,0,0,0,0,0,0,
802,102.3,102.3,0,0,0,0,0,0,0,0,0,0,
803,103.664,103.664,0,0,0,0,0,0,0,0,0,0,
804,99.82,99.82,0,0,0,0,0,0,0,0,0,0,
805,98.704,98.704,0,0,0,0,0,0,0,0,0,0,
806,96.968,96.968,0,0,0,0,0,0,0,0,0,0,
807,100.812,100.812,0,0,0,0,0,0,0,0,0,0,
808,114.328,114.328,0,0,0,0,0,0,0,0,0,0,
809,147.436,147.436,0,0,0,0,0,0,0,0,0,0,
810,189.72,189.72,0,0,0,0,0,0,0,0,0,0,
811,217.62,217.62,0,0,0,0,0,0,0,0,1488,50,
812,220.224,220.224,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
813,202.864,202.864,0,0,0,0,0,0,0,409.2,2265.48,76.125,
814,164.672,164.672,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
815,125.612,125.612,0,0,0,0,0,0,0,338.716,2976,100,
816,84.444,84.444,0,0,0,0,0,0,0,0,2976,100,
817,70.432,70.432,0,0,0,0,0,0,0,0,2976,100,
818,64.604,64.604,0,0,0,0,0,0,0,0,2976,100,
819,62.744,62.744,0,0,0,0,0,0,0,0,2976,100,
820,62.372,62.372,0,0,0,0,0,0,0,0,0,0,
821,69.564,69.564,0,0,0,0,0,0,0,0,0,0,
822,96.224,96.224,0,0,0,0,0,0,0,0,0,0,
823,131.688,131.688,0,0,0,0,0,0,0,0,0,0,
824,119.784,119.784,0,0,0,0,0,0,0,0,0,0,
825,96.844,96.844,0,0,0,0,0,0,0,0,0,0,
826,97.092,97.092,0,0,0,0,0,0,0,0,0,0,
827,97.092,97.092,0,0,0,0,0,0,0,0,0,0,
828,93.868,93.868,0,0,0,0,0,0,0,0,0,0,
829,93.372,93.372,0,0,0,0,0,0,0,0,0,0,
830,92.256,92.256,0,0,0,0,0,0,0,0,0,0,
831,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
832,109.864,109.864,0,0,0,0,0,0,0,0,0,0,
