Time step,Total load,Net load,Solar PV,Inverter AC,Battery,Electric vehicle,
418,16900,-41160.8,60480,58060.8,0,0,
419,16320,-55315.2,74620,71635.2,0,0,
420,15660,-61754.4,80640,77414.4,0,0,
421,15580,-53501.6,71960,69081.6,0,0,
422,15440,-46921.6,64960,62361.6,0,0,
423,16160,-28057.6,46060,44217.6,0,0,
424,18960,-8323.2,28420,27283.2,0,0,
425,25440,0,1960,25440,24540,0,
426,33200,33200,0,0,0,0,
427,37340,37340,0,0,0,0,
428,36600,102600,0,0,0,66000,
429,31920,97920,0,0,0,66000,
430,26120,92120,0,0,0,66000,
431,20420,77628.3,0,0,0,57208.3,
432,14660,14660,0,0,0,0,
433,12600,12600,0,0,0,0,
434,11860,11860,0,0,0,0,
435,11720,11720,0,0,0,0,
436,11660,11660,0,0,0,0,
437,12840,12840,0,0,0,0,
438,17560,17560,0,0,0,0,
439,23820,23820,0,0,0,0,
440,22000,22000,15960,0,-15960,0,
441,17940,-8050.05,38080,25990,-11007,0,
442,18100,-16440.8,35980,34540.8,0,0,
443,17800,-26955.2,46620,44755.2,0,0,
444,16620,-57837.6,77560,74457.6,0,0,
445,16460,-29236,47600,45696,0,0,
446,16180,-43628,62300,59808,0,0,
447,16960,-9382.4,27440,26342.4,0,0,
448,19680,-5587.2,26320,25267.2,0,0,
449,26160,0,1960,26160,25290,0,
450,33900,33900,0,0,0,0,
451,38040,38040,0,0,0,0,
452,37320,103320,0,0,0,66000,
453,32680,98680,0,0,0,66000,
454,26820,92820,0,0,0,66000,
455,20880,78088.3,0,0,0,57208.3,
456,14780,14780,0,0,0,0,
457,12680,12680,0,0,0,0,
458,12040,12040,0,0,0,0,
459,11880,11880,0,0,0,0,
460,11840,11840,0,0,0,0,
461,13100,13100,0,0,0,0,
462,17860,17860,0,0,0,0,
463,24160,24160,0,0,0,0,
464,22360,22360,16100,0,-16100,0,
465,18020,-8926.04,39760,26946,-11691.2,0,
466,17880,-39643.2,59920,57523.2,0,0,
467,17440,-53388.8,73780,70828.8,0,0,
468,16620,-60122.4,79940,76742.4,0,0,
469,16460,-57997.6,77560,74457.6,0,0,
470,16180,-48600.8,67480,64780.8,0,0,
471,16960,-31827.2,50820,48787.2,0,0,
472,19680,-8275.2,29120,27955.2,0,0,
473,26160,0,2240,26160,25010,0,
